nc,ps,Unique,Redundant,AGI,Symbol,Description,cor.262909_at,cor.256629_at,cor.259408_at,cor.259407_at,cor.265857_s_at,average,,,,,,,,,,,
2,255196_x_at,T,F,AT4G07430,AT4G07430,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G07310.1); similar to Nucleic acid-binding, OB-fold [Medicago truncatula] (GB:ABD33040.1); contains InterPro domain Nucleic acid-binding, OB-fold, subgroup; (InterPro:IPR012340); contains InterPro domain Protein of unknown function DUF223, Arabidopsis thaliana; (InterPro:IPR003871); contains InterPro domain Nucleic acid-binding, OB-fold; (InterPro:IPR008994)",0.375905224,0.634639539,0.650702905,0.169786753,0.258638054,0.417934495,,,,,,,,,,,
2,255198_at,T,F,AT4G07460,AT4G07460,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G42430.1),0.333764686,0.623911676,0.679065455,0.114809741,0.449545331,0.440219378,,,,,,,,,,,
2,255200_at,T,F,AT4G07480,AT4G07480,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G19300.1); contains InterPro domain Nucleic acid-binding, OB-fold, subgroup; (InterPro:IPR012340); contains InterPro domain Protein of unknown function DUF223, Arabidopsis thaliana; (InterPro:IPR003871); contains InterPro domain Nucleic acid-binding, OB-fold; (InterPro:IPR008994)",0.16222068,0.626909587,0.70537076,0.195073769,0.355542768,0.409023513,,,,,,,,,,,
2,255214_at,NA,NA,NA,NA,NA,0.065985131,0.702997479,0.717329314,0.004750319,0.465408202,0.391294089,,,,,,,,,,,
2,255224_at,T,F,AT4G05400,AT4G05400,copper ion binding,0.222852397,0.480697817,0.695655185,0.492979131,0.674818663,0.513400639,,,,,,,,,,,
2,255226_at,T,F,AT4G05420,DDB1A,damaged DNA binding protein 1A,0.687098371,0.123491702,0.047037099,0.630232696,0.050253206,0.307622615,,,,,,,,,,,
2,255239_at,T,F,AT4G05580,AT4G05580,similar to zinc knuckle (CCHC-type) family protein [Arabidopsis thaliana] (TAIR:AT1G42630.1),0.022264745,0.683866337,0.777813467,0.354092753,0.478010801,0.463209621,,,,,,,,,,,
2,255246_at,T,F,AT4G05640,AT4G05640,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G41855.1),0.168965407,0.618646049,0.687162031,0.229897775,0.285495506,0.398033354,,,,,,,,,,,
2,255249_at,T,F,AT4G05090,AT4G05090,Inositol monophosphatase family protein,0.060601531,0.547660995,0.774075926,0.049935646,0.472769793,0.381008778,,,,,,,,,,,
2,255250_at,T,F,AT4G05100,MYB74|AtMYB74,myb domain protein 74,0.034320791,0.614777363,0.644123314,0.333168046,0.320930782,0.389464059,,,,,,,,,,,
2,255255_at,T,F,AT4G05070,AT4G05070,Wound-responsive family protein,0.816244582,0.226875545,0.237183924,0.507772978,0.072759725,0.372167351,,,,,,,,,,,
2,255258_at,T,F,AT4G05060,AT4G05060,PapD-like superfamily protein,0.750508924,0.260609166,0.216359455,0.626499532,0.124009327,0.395597281,,,,,,,,,,,
2,255260_at,T,F,AT4G05040,AT4G05040,ankyrin repeat family protein,0.305552825,0.538548527,0.580889625,0.358865454,0.380950451,0.432961377,,,,,,,,,,,
2,255261_s_at,F,NA,AT4G05120,FUR1|ENT3|ATENT3,Major facilitator superfamily protein,0.128899945,0.529824167,0.686173496,0.285989712,0.447762066,0.415729877,,,,,,,,,,,
2,255264_at,T,F,AT4G05170,AT4G05170,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,0.160032205,0.462463968,0.573448353,0.04244993,0.73962005,0.395602901,,,,,,,,,,,
2,255269_at,T,F,AT4G05240,AT4G05240,Ubiquitin-like superfamily protein,0.372096565,0.472008273,0.532337951,0.265176615,0.617086724,0.451741226,,,,,,,,,,,
2,255283_at,T,F,AT4G04620,ATG8B,Ubiquitin-like superfamily protein,0.196808377,0.581926754,0.796777902,0.014140139,0.382581627,0.39444696,,,,,,,,,,,
2,255299_at,T,F,AT4G04880,AT4G04880,adenosine/AMP deaminase family protein,0.134073742,0.505545948,0.667490504,0.28430865,0.498970068,0.418077782,,,,,,,,,,,
2,255304_at,T,F,AT4G04850,KEA3|ATKEA3,K+ efflux antiporter 3,0.095360973,0.575147787,0.809500862,0.198670526,0.49628716,0.434993462,,,,,,,,,,,
2,255307_at,T,F,AT4G04900,RIC10,ROP-interactive CRIB motif-containing protein 10,0.048733564,0.432361146,0.700679331,0.031412768,0.534462928,0.349529947,,,,,,,,,,,
2,255309_at,T,F,AT4G04920,SFR6,sensitive to freezing 6,0.050399783,0.583173234,0.704604552,0.231359957,0.430019947,0.399911495,,,,,,,,,,,
2,255329_at,T,F,AT4G04370,AT4G04370,Tetratricopeptide repeat (TPR)-like superfamily protein,0.067734348,0.298356359,0.564656021,0.262087424,0.515637745,0.341694379,,,,,,,,,,,
2,255331_at,T,F,AT4G04330,AT4G04330,Chaperonin-like RbcX protein,0.044312239,0.456867596,0.591542532,0.130137703,0.601769695,0.364925953,,,,,,,,,,,
2,255332_at,T,F,AT4G04340,AT4G04340,ERD (early-responsive to dehydration stress) family protein,0.036764269,0.553204308,0.728278915,0.36487668,0.482974611,0.433219757,,,,,,,,,,,
2,255335_at,T,F,AT4G04430,AT4G04430,"CACTA-like transposase family (Ptta/En/Spm), has a 8.6e-122 P-value blast match to At5g36655.1/81-333 CACTA-like transposase family (Ptta/En/Spm) (CACTA-element) (Arabidopsis thaliana)",0.201630382,0.652596626,0.721506955,0.068039187,0.469756599,0.42270595,,,,,,,,,,,
2,255348_at,T,F,AT4G03820,AT4G03820,Protein of unknown function (DUF3537),0.227071624,0.705694292,0.860537433,0.236280329,0.445391624,0.49499506,,,,,,,,,,,
2,255352_at,T,F,AT4G03860,AT4G03860,"transposon protein -related, similar to athila retroelement",0.054055948,0.556187653,0.653318749,0.064199767,0.453451362,0.356242696,,,,,,,,,,,
2,255355_at,T,F,AT4G03890,AT4G03890,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G23480.1); contains InterPro domain Protein of unknown function DUF287; (InterPro:IPR005048),0.209373609,0.77676329,0.791618988,0.019086402,0.426947907,0.444758039,,,,,,,,,,,
2,255361_at,T,F,AT4G03990,AT4G03990,similar to heat shock protein binding [Arabidopsis thaliana] (TAIR:AT1G32830.1); similar to heat shock protein binding [Arabidopsis thaliana] (TAIR:AT2G04970.1); similar to heat shock protein binding [Arabidopsis thaliana] (TAIR:AT2G14140.1); similar to Agenet domain containing protein [Brassica oleracea] (GB:ABD65016.1); contains domain HIPIP (high potential iron protein) (SSF57652),0.236125313,0.310128822,0.55275831,0.282252973,0.609403398,0.398133763,,,,,,,,,,,
2,255365_at,T,F,AT4G04040,MEE51,Phosphofructokinase family protein,0.051339883,0.619844043,0.746819629,0.286671684,0.474280687,0.435791185,,,,,,,,,,,
2,255367_at,NA,NA,NA,NA,NA,0.121741831,0.588740426,0.751093177,0.201421052,0.436926782,0.419984653,,,,,,,,,,,
2,255372_at,T,F,AT4G04120,AT4G04120,"copia-like retrotransposon family, has a 3.8e-19 P-value blast match to GB:BAA78423 polyprotein (Ty1_Copia-element) (Arabidopsis thaliana)GB:BAA78423 polyprotein (Ty1_Copia-element) (Arabidopsis thaliana)GB:BAA78423 polyprotein (Ty1_Copia-element) (Arabidopsis thaliana)gi|4996361|dbj|BAA78423.1| polyprotein (Arabidopsis thaliana) (Ty1_Copia-element)",0.263142198,0.584160745,0.754123632,0.12721089,0.433702802,0.432468053,,,,,,,,,,,
2,255374_at,T,F,AT4G03770,AT4G03770,"gypsy-like retrotransposon family, has a 2.8e-206 P-value blast match to GB:AAD11615 prpol (gypsy_Ty3-element) (Zea mays)",0.264800407,0.694086909,0.807383486,0.056477017,0.480392256,0.460628015,,,,,,,,,,,
2,255380_at,T,F,AT4G03560,FOU2|ATTPC1|TPC1|ATCCH1,two-pore  channel 1,0.362601504,0.487445407,0.539015107,0.081711787,0.655562978,0.425267356,,,,,,,,,,,
2,255384_at,T,F,AT4G03580,AT4G03580,BEST Arabidopsis thaliana protein match is: Cysteine proteinases superfamily protein (TAIR:AT5G17080.1); Has 155 Blast hits to 136 proteins in 31 species: Archae - 0; Bacteria - 11; Metazoa - 28; Fungi - 14; Plants - 17; Viruses - 0; Other Eukaryotes - 85 (source: NCBI BLink).,0.035597805,0.576745026,0.663077019,0.067040065,0.495805183,0.36765302,,,,,,,,,,,
2,255390_at,T,F,AT4G03660,AT4G03660,"similar to replication protein-related [Arabidopsis thaliana] (TAIR:AT4G07440.1); similar to replication protein-related [Arabidopsis thaliana] (TAIR:AT2G05880.1); contains InterPro domain Nucleic acid-binding, OB-fold; (InterPro:IPR008994)",0.112059691,0.630005213,0.571270018,0.19568298,0.4940071,0.400605,,,,,,,,,,,
2,255396_at,NA,NA,NA,NA,NA,0.151829575,0.587321223,0.619047365,0.099589057,0.392780249,0.370113494,,,,,,,,,,,
2,255411_at,T,F,AT4G03110,RBP-DR1|AtRBP-DR1,RNA-binding protein-defense related 1,0.452132833,0.591640964,0.675552953,0.321419474,0.316416619,0.471432569,,,,,,,,,,,
2,255413_at,T,F,AT4G03140,AT4G03140,NAD(P)-binding Rossmann-fold superfamily protein,0.215488001,0.699354537,0.659011626,0.169394087,0.433741943,0.435398039,,,,,,,,,,,
2,255417_at,T,F,AT4G03190,AFB1|ATGRH1|GRH1,GRR1-like protein 1,0.018957469,0.470609504,0.728898929,0.054869329,0.669918719,0.38865079,,,,,,,,,,,
2,255419_at,T,F,AT4G03230,AT4G03230,S-locus lectin protein kinase family protein,0.452065114,0.592053215,0.740435599,0.061342531,0.24065627,0.417310546,,,,,,,,,,,
2,255428_at,T,F,AT4G03390,SRF3,STRUBBELIG-receptor family 3,0.697233782,0.002528521,0.009589879,0.546190718,0.044436264,0.259995833,,,,,,,,,,,
2,255434_at,T,F,AT4G03180,AT4G03180,CONTAINS InterPro DOMAIN/s: rRNA processing (InterPro:IPR013730); Has 898 Blast hits to 687 proteins in 142 species: Archae - 2; Bacteria - 28; Metazoa - 200; Fungi - 99; Plants - 63; Viruses - 0; Other Eukaryotes - 506 (source: NCBI BLink).,0.440634135,0.548735491,0.777890683,0.146927013,0.345811608,0.451999786,,,,,,,,,,,
2,255439_at,T,F,AT4G03080,BSL1,BRI1 suppressor 1 (BSU1)-like 1,0.101057699,0.496667278,0.605587007,0.077634983,0.653131446,0.386815682,,,,,,,,,,,
2,255441_at,T,F,AT4G02570,AXR6|ATCUL1|CUL1,cullin 1,0.063104823,0.69059698,0.809215105,0.324377768,0.474922623,0.47244346,,,,,,,,,,,
2,255442_at,T,F,AT4G02580,AT4G02580,"NADH-ubiquinone oxidoreductase 24 kDa subunit, putative",0.076597475,0.536110896,0.584767038,0.361342637,0.49646842,0.411057293,,,,,,,,,,,
2,255443_at,T,F,AT4G02700,SULTR3;2,sulfate transporter 3;2,0.133964259,0.669823068,0.8517865,0.120645382,0.47832247,0.450908336,,,,,,,,,,,
2,255444_at,T,F,AT4G02560,LD,Homeodomain-like superfamily protein,0.48957871,0.656363125,0.86844348,0.030494105,0.437663908,0.496508666,,,,,,,,,,,
2,255448_at,T,F,AT4G02810,AT4G02810,Protein of unknown function (DUF3049),0.133932769,0.456239934,0.5633094,0.028867862,0.723656827,0.381201359,,,,,,,,,,,
2,255453_at,T,F,AT4G02900,AT4G02900,ERD (early-responsive to dehydration stress) family protein,0.193685284,0.65816029,0.798811843,0.23310399,0.488616608,0.474475603,,,,,,,,,,,
2,255458_at,T,F,AT4G02840,AT4G02840,Small nuclear ribonucleoprotein family protein,0.156287608,0.602097439,0.765838114,0.198627318,0.444993773,0.43356885,,,,,,,,,,,
2,255467_at,T,F,AT4G03010,AT4G03010,RNI-like superfamily protein,0.048665386,0.540786579,0.706143541,0.27277173,0.327356843,0.379144816,,,,,,,,,,,
2,255468_at,T,F,AT4G03020,AT4G03020,transducin family protein / WD-40 repeat family protein,0.502822628,0.600711774,0.494075005,0.371047954,0.32459784,0.45865104,,,,,,,,,,,
2,255475_at,NA,NA,NA,NA,NA,0.787461997,0.487915594,0.665257063,0.473374315,0.362230809,0.555247956,,,,,,,,,,,
2,255477_at,T,F,AT4G02370,AT4G02370,"Protein of unknown function, DUF538",0.028925991,0.513508049,0.675194237,0.193641545,0.310656983,0.344385361,,,,,,,,,,,
2,255487_at,T,F,AT4G02610,AT4G02610,Aldolase-type TIM barrel family protein,0.359288595,0.679553827,0.829423199,0.090632141,0.433010731,0.478381699,,,,,,,,,,,
2,255488_at,T,F,AT4G02630,AT4G02630,Protein kinase superfamily protein,0.111630582,0.497176711,0.698810024,0.112894755,0.516000327,0.38730248,,,,,,,,,,,
2,255489_at,NA,NA,NA,NA,NA,0.32238066,0.650025551,0.56649218,0.166376923,0.381019835,0.41725903,,,,,,,,,,,
2,255492_at,T,F,AT4G02680,EOL1,ETO1-like 1,0.427810003,0.7098284,0.705415052,0.416616068,0.476485583,0.547231021,,,,,,,,,,,
2,255494_at,T,F,AT4G02710,AT4G02710,Kinase interacting (KIP1-like) family protein,0.260977891,0.635544626,0.814477591,0.035730681,0.471762434,0.443698645,,,,,,,,,,,
2,255497_at,T,F,AT4G02590,UNE12,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,0.150858052,0.707883931,0.822576854,0.312972673,0.498717525,0.498601807,,,,,,,,,,,
2,255510_at,T,F,AT4G02020,SWN|SDG10|EZA1,SET domain-containing protein,0.1900847,0.698421216,0.774725247,0.271705379,0.316075681,0.450202445,,,,,,,,,,,
2,255512_at,T,F,AT4G02195,ATSYP42|ATTLG2B|TLG2B|SYP42,syntaxin of plants 42,0.098159336,0.589615255,0.762291724,0.207737858,0.333441242,0.398249083,,,,,,,,,,,
2,255514_s_at,T,F,AT5G65330,AGL78,AGAMOUS-like 78,0.052271311,0.643747761,0.638595799,0.161930603,0.453160436,0.389941182,,,,,,,,,,,
2,255518_at,T,F,AT4G02300,AT4G02300,Plant invertase/pectin methylesterase inhibitor superfamily,0.036210759,0.655878578,0.591714516,0.022060434,0.421601785,0.345493214,,,,,,,,,,,
2,255537_at,T,F,AT4G01690,PPO1|PPOX|HEMG1,Flavin containing amine oxidoreductase family,0.025471622,0.636460912,0.768198436,0.310743377,0.459142856,0.440003441,,,,,,,,,,,
2,255545_at,T,F,AT4G01890,AT4G01890,Pectin lyase-like superfamily protein,0.430164172,0.539538394,0.620244931,0.376427609,0.452337875,0.483742596,,,,,,,,,,,
2,255550_at,T,F,AT4G01970,AtSTS|STS,stachyose synthase,0.206592172,0.440306187,0.595827881,0.147856403,0.574575853,0.393031699,,,,,,,,,,,
2,255558_at,T,F,AT4G01900,PII|GLB1,GLNB1 homolog,0.828752496,0.472874323,0.681364694,0.327867017,0.320272833,0.526226273,,,,,,,,,,,
2,255574_at,T,F,AT4G01420,CBL5,calcineurin B-like protein 5,0.292349519,0.554949193,0.527653692,0.119317849,0.217625414,0.342379133,,,,,,,,,,,
2,255580_at,T,F,AT4G01470,GAMMA-TIP3|TIP1;3|ATTIP1.3,tonoplast intrinsic protein 1;3,0.363028708,0.649846325,0.74326113,0.043279083,0.438358584,0.447554766,,,,,,,,,,,
2,255589_s_at,F,NA,AT4G35680,AT4G35680,Arabidopsis protein of unknown function (DUF241),0.533287781,0.315868449,0.259803452,0.509966987,0.212679209,0.366321175,,,,,,,,,,,
2,255594_at,T,F,AT4G01660,ATATH10|ATABC1|ABC1,ABC transporter 1,0.375328078,0.739737459,0.904798934,0.039196558,0.491486404,0.510109486,,,,,,,,,,,
2,255597_at,T,F,AT4G01730,AT4G01730,DHHC-type zinc finger family protein,0.160403145,0.426510076,0.383378567,0.500332701,0.680745035,0.430273905,,,,,,,,,,,
2,255601_at,T,F,AT4G01030,AT4G01030,pentatricopeptide (PPR) repeat-containing protein,0.025387493,0.472536081,0.716118487,0.118277401,0.625749445,0.391613781,,,,,,,,,,,
2,255603_at,T,F,AT4G01040,AT4G01040,Glycosyl hydrolase superfamily protein,0.277987251,0.665265343,0.555311038,0.076743923,0.418792719,0.398820055,,,,,,,,,,,
2,255614_at,T,F,AT4G01280,AT4G01280,Homeodomain-like superfamily protein,0.036101735,0.523429048,0.417794181,0.307651247,0.551880209,0.367371284,,,,,,,,,,,
2,255617_at,T,F,AT4G01330,AT4G01330,Protein kinase superfamily protein,0.465095471,0.672592211,0.759007586,0.012943427,0.393749174,0.460677574,,,,,,,,,,,
2,255619_s_at,F,NA,AT5G59920,ULI3,Cysteine/Histidine-rich C1 domain family protein,0.127611736,0.231224683,0.515873925,0.006946254,0.609496832,0.298230686,,,,,,,,,,,
2,255628_at,T,F,AT4G00850,GIF3,GRF1-interacting factor 3,0.512489342,0.006033204,0.019962847,0.503430524,0.178552757,0.244093735,,,,,,,,,,,
2,255641_at,NA,NA,NA,NA,NA,0.279193712,0.440926365,0.688482365,0.390668183,0.574232148,0.474700554,,,,,,,,,,,
2,255646_at,T,F,AT4G00890,AT4G00890,proline-rich family protein,0.101041877,0.577655543,0.699163606,0.300537253,0.393995211,0.414478698,,,,,,,,,,,
2,255647_at,T,F,AT4G00900,ECA2|ATECA2,ER-type Ca2+-ATPase 2,0.105262305,0.635755011,0.746629765,0.304812866,0.438890268,0.446270043,,,,,,,,,,,
2,255649_at,T,F,AT4G00920,AT4G00920,COP1-interacting protein-related,0.018427263,0.620622296,0.578363961,0.286126314,0.416428299,0.383993627,,,,,,,,,,,
2,255650_s_at,F,NA,AT4G00930,CIP4.1,COP1-interacting protein 4.1,0.478524859,0.666873681,0.820311897,0.299134231,0.435964877,0.540161909,,,,,,,,,,,
2,255655_at,T,F,AT4G00980,AT4G00980,zinc knuckle (CCHC-type) family protein,0.664044415,0.165999194,0.239910778,0.544696634,0.072697342,0.337469673,,,,,,,,,,,
2,255657_at,T,F,AT4G00810,AT4G00810,60S acidic ribosomal protein family,0.195288141,0.422838954,0.306039815,0.509382324,0.642489942,0.415207835,,,,,,,,,,,
2,255658_at,T,F,AT4G00770,AT4G00770,unknown protein; Has 127 Blast hits to 120 proteins in 33 species: Archae - 0; Bacteria - 2; Metazoa - 6; Fungi - 8; Plants - 62; Viruses - 3; Other Eukaryotes - 46 (source: NCBI BLink).,0.12074778,0.435022563,0.581546588,0.084875614,0.608202183,0.366078946,,,,,,,,,,,
2,255668_s_at,F,NA,AT4G00238,AT4G00238,DNA-binding storekeeper protein-related transcriptional regulator,0.262247326,0.563825578,0.801706221,0.049958976,0.419581828,0.419463985,,,,,,,,,,,
2,255671_at,T,F,AT4G00355,AT4G00355,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G45980.1); Has 100 Blast hits to 97 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 100; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.195579469,0.615278588,0.666608897,0.399498115,0.474904643,0.470373942,,,,,,,,,,,
2,255681_at,T,F,AT4G00550,DGD2,digalactosyl diacylglycerol deficient 2,0.066837083,0.72683755,0.649041609,0.365960792,0.283730979,0.418481603,,,,,,,,,,,
2,255682_at,T,F,AT4G00560,AT4G00560,NAD(P)-binding Rossmann-fold superfamily protein,0.170820664,0.631293408,0.578156819,0.028517193,0.454812071,0.372720031,,,,,,,,,,,
2,255686_at,T,T,AT4G00630,ATKEA2|KEA2,K+ efflux antiporter 2,0.41591258,0.511964074,0.610347782,0.493263521,0.461756455,0.498648883,,,,,,,,,,,
2,255687_at,T,T,AT4G00630,ATKEA2|KEA2,K+ efflux antiporter 2,0.258591083,0.566163604,0.700444444,0.216390791,0.46457493,0.44123297,,,,,,,,,,,
2,255689_at,NA,NA,NA,NA,NA,0.068794458,0.565652464,0.643550067,0.392547207,0.297034965,0.393515832,,,,,,,,,,,
2,255699_at,T,F,AT4G00190,ATPME38|PME38,pectin methylesterase 38,0.092811628,0.604766197,0.765705268,0.338015818,0.407157801,0.441691342,,,,,,,,,,,
2,255710_at,T,F,AT4G00030,AT4G00030,Plastid-lipid associated protein PAP / fibrillin family protein,0.105975169,0.601220286,0.802329211,0.166885734,0.458134667,0.426909013,,,,,,,,,,,
2,255712_at,T,F,AT4G00280,AT4G00280,BEST Arabidopsis thaliana protein match is: Leucine-rich repeat transmembrane protein kinase protein (TAIR:AT2G19210.1); Has 19 Blast hits to 19 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 19; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.174261279,0.690537178,0.77126941,0.20072618,0.490450103,0.46544883,,,,,,,,,,,
2,255715_s_at,F,NA,AT4G00320,AT4G00320,F-box/RNI-like superfamily protein,0.050280838,0.579568421,0.623347539,0.400560552,0.336883625,0.398128195,,,,,,,,,,,
2,255725_at,T,F,AT1G25540,PFT1,phytochrome and flowering time regulatory protein (PFT1),0.408082947,0.525373436,0.771627667,0.07926352,0.242822312,0.405433977,,,,,,,,,,,
2,255755_s_at,F,NA,AT1G43100,AT1G43100,Pectin lyase-like superfamily protein,0.17665564,0.540183736,0.732761894,0.226650846,0.40320718,0.415891859,,,,,,,,,,,
2,255759_at,T,F,AT1G16790,AT1G16790,ribosomal protein-related,0.206605405,0.558386651,0.576231874,0.499113017,0.372041773,0.442475744,,,,,,,,,,,
2,255762_at,T,F,AT1G16710,HAC12,histone acetyltransferase of the CBP family 12,0.338398985,0.643158845,0.714109598,0.024344185,0.444926744,0.432987671,,,,,,,,,,,
2,255764_at,T,F,AT1G16720,HCF173,high chlorophyll fluorescence phenotype 173,0.005987934,0.623294614,0.787228868,0.254859452,0.475861152,0.429446404,,,,,,,,,,,
2,255765_at,T,F,AT1G16760,AT1G16760,Protein kinase protein with adenine nucleotide alpha hydrolases-like domain,0.068890311,0.665685748,0.675060193,0.148297697,0.443702614,0.400327313,,,,,,,,,,,
2,255778_at,T,F,AT1G18640,PSP,3-phosphoserine phosphatase,0.359176459,0.405209317,0.552921207,0.531256637,0.383993743,0.446511473,,,,,,,,,,,
2,255790_at,T,F,AT2G33560,BUBR1,BUB1-related (BUB1: budding uninhibited by benzymidazol 1),0.24365765,0.374723784,0.318248584,0.533757752,0.638958625,0.421869279,,,,,,,,,,,
2,255794_at,T,F,AT2G33480,ANAC041|NAC041,NAC domain containing protein 41,0.31261738,0.758717716,0.787645553,0.17697906,0.463227888,0.499837519,,,,,,,,,,,
2,255806_at,T,F,AT4G10260,AT4G10260,pfkB-like carbohydrate kinase family protein,0.08290483,0.390987901,0.607098117,0.097791272,0.510357031,0.33782783,,,,,,,,,,,
2,255810_at,T,F,AT4G10140,AT4G10140,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF2062 (InterPro:IPR018639); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G33490.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.188446255,0.774084251,0.728824724,0.132082089,0.354463661,0.435580196,,,,,,,,,,,
2,255812_at,T,F,AT4G10310,HKT1|ATHKT1,high-affinity K+ transporter 1,0.247961548,0.651674932,0.741215753,0.048636036,0.450653495,0.428028353,,,,,,,,,,,
2,255819_s_at,F,NA,AT2G40510,AT2G40510,Ribosomal protein S26e family protein,0.512194926,0.393466322,0.341986392,0.040209497,0.554736461,0.368518719,,,,,,,,,,,
2,255822_at,T,F,AT2G40610,ATHEXP ALPHA 1.11|EXP8|ATEXPA8|ATEXP8|EXPA8,expansin A8,0.083585251,0.699734804,0.837287374,0.269952985,0.482354256,0.474582934,,,,,,,,,,,
2,255831_at,T,F,AT2G33350,AT2G33350,CCT motif family protein,0.307654831,0.388124449,0.510194164,0.080755743,0.591815392,0.375708916,,,,,,,,,,,
2,255832_at,T,F,AT2G33360,AT2G33360,Protein of unknown function (DUF3527),0.692653593,0.375021144,0.571964036,0.263588696,0.283638578,0.437373209,,,,,,,,,,,
2,255857_at,T,F,AT1G67080,ABA4,abscisic acid (aba)-deficient 4,0.33752195,0.566195291,0.508443094,0.308071638,0.443753682,0.432797131,,,,,,,,,,,
2,255868_at,T,F,AT2G30380,AT2G30380,Plant protein of unknown function (DUF641),0.204360786,0.40524377,0.538537984,0.289410926,0.536903714,0.394891436,,,,,,,,,,,
2,255869_at,T,F,AT2G30270,AT2G30270,Protein of unknown function (DUF567),0.002418788,0.546911115,0.717028413,0.121759073,0.378704434,0.353364365,,,,,,,,,,,
2,255870_at,T,F,AT2G30280,DMS4|RDM4,RNA-directed DNA methylation 4,0.026832911,0.603538474,0.704223987,0.205018949,0.344621938,0.376847252,,,,,,,,,,,
2,255874_at,T,F,AT2G40550,ETG1,E2F target gene 1,0.37290644,0.311339882,0.260953211,0.673089111,0.517118757,0.42708148,,,,,,,,,,,
2,255878_at,T,F,AT2G40620,AT2G40620,Basic-leucine zipper (bZIP) transcription factor family protein,0.3231173,0.482034235,0.61857181,0.322105418,0.571358797,0.463437512,,,,,,,,,,,
2,255882_x_at,T,F,AT1G20280,AT1G20280,homeobox-leucine zipper protein-related,0.328898666,0.371727344,0.591601046,0.002892072,0.534971519,0.366018129,,,,,,,,,,,
2,255885_at,T,F,AT1G20330,FRL1|CVP1|SMT2,sterol methyltransferase 2,0.739252287,0.388565325,0.541807273,0.055319719,0.041838317,0.353356584,,,,,,,,,,,
2,255887_at,T,F,AT1G20370,AT1G20370,Pseudouridine synthase family protein,0.56536358,0.145217666,0.318026279,0.647467994,0.181362133,0.37148753,,,,,,,,,,,
2,255892_at,T,F,AT1G17910,AT1G17910,Wall-associated kinase family protein,0.195310545,0.565392437,0.573497614,0.279298716,0.473747417,0.417449346,,,,,,,,,,,
2,255895_at,F,NA,AT1G18020,AT1G18020,FMN-linked oxidoreductases superfamily protein,0.008424972,0.691635667,0.792093218,0.27060367,0.405781457,0.433707797,,,,,,,,,,,
2,255896_at,T,F,AT1G17800,AtENODL22|ENODL22,early nodulin-like protein 22,0.093417571,0.567035544,0.483427559,0.241662964,0.557490507,0.388606829,,,,,,,,,,,
2,255915_at,T,F,AT5G28620,AT5G28620,protein kinase C-related,0.221484596,0.744641734,0.752867437,0.044008871,0.460539619,0.444708452,,,,,,,,,,,
2,255918_at,T,F,AT5G28570,AT5G28570,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G12725.1); similar to GRF zinc finger containing protein [Brassica oleracea] (GB:ABD64950.1),0.087010779,0.388862129,0.650572054,0.085579049,0.571255643,0.356655931,,,,,,,,,,,
2,255920_at,T,F,AT5G28590,AT5G28590,DNA-binding family protein,0.144976478,0.645515149,0.759958786,0.081005335,0.476495693,0.421590288,,,,,,,,,,,
2,255927_at,T,F,AT1G12630,AT1G12630,Integrase-type DNA-binding superfamily protein,0.452704182,0.585988065,0.653724316,0.303711374,0.399456451,0.479116878,,,,,,,,,,,
2,255928_at,T,F,AT1G12640,AT1G12640,MBOAT (membrane bound O-acyl transferase) family protein,0.543933112,0.429074657,0.438069612,0.56931511,0.394466054,0.474971709,,,,,,,,,,,
2,255930_at,NA,NA,NA,NA,NA,0.185240733,0.558357741,0.548480123,0.115391896,0.493371711,0.380168441,,,,,,,,,,,
2,255934_at,T,F,AT1G12740,CYP87A2,"cytochrome P450, family 87, subfamily A, polypeptide 2",0.070229484,0.585466281,0.647573039,0.20966337,0.41096898,0.384780231,,,,,,,,,,,
2,255953_at,T,F,AT1G22070,TGA3,TGA1A-related gene 3,0.324960527,0.654925738,0.712411592,0.135380665,0.415825203,0.448700745,,,,,,,,,,,
